# Selection   : patch(inlet)
# Faces       : 376
# Area        : 3.835388e-01
# Time        	areaAverage(p)	areaAverage(U)
898           	6.156367e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
899           	6.157555e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
900           	6.159414e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
901           	6.160607e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
902           	6.169127e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
903           	6.169459e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
904           	6.171509e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
905           	6.171808e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
906           	6.173627e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
907           	6.173923e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
908           	6.175766e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
909           	6.176060e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
910           	6.178190e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
911           	6.178475e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
912           	6.180558e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
913           	6.181383e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
914           	6.189373e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
915           	6.189632e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
916           	6.191423e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
917           	6.191688e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
918           	6.193380e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
919           	6.194145e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
920           	6.195800e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
921           	6.196657e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
922           	6.198271e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
923           	6.199268e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
924           	6.200811e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
925           	6.201935e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
926           	6.207499e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
927           	6.208528e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
928           	6.209832e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
929           	6.210727e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
930           	6.211976e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
931           	6.212873e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
932           	6.214133e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
933           	6.214984e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
934           	6.217802e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
935           	6.218115e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
936           	6.219221e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
937           	6.219568e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
938           	6.222317e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
939           	6.223046e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
940           	6.225384e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
941           	6.225615e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
942           	6.226494e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
943           	6.226733e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
944           	6.227579e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
945           	6.227807e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
946           	6.228663e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
947           	6.228885e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
948           	6.231386e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
949           	6.231571e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
950           	6.233985e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
951           	6.234575e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
952           	6.235329e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
953           	6.235944e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
954           	6.238074e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
955           	6.238242e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
956           	6.239008e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
957           	6.239157e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
958           	6.239910e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
959           	6.240039e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
960           	6.240776e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
961           	6.240911e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
962           	6.241694e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
963           	6.241853e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
964           	6.242636e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
965           	6.242793e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
966           	6.243572e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
967           	6.243726e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
968           	6.244508e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
969           	6.244662e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
970           	6.245475e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
971           	6.245642e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
972           	6.246427e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
973           	6.246587e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
974           	6.247323e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
975           	6.247485e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
976           	6.248185e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
977           	6.248352e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
978           	6.248953e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
979           	6.249080e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
980           	6.249513e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
981           	6.249585e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
982           	6.249903e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
983           	6.249940e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
984           	6.250200e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
985           	6.249448e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
986           	6.249711e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
987           	6.248812e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
988           	6.247131e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
989           	6.247148e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
990           	6.245661e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
991           	6.245665e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
992           	6.245841e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
